subject_num	condition	rt	response	color	valence	age	gender
28	mixed	386.894693954868	correct	green	positive	23	2
28	mixed	411.235312389702	correct	red	negative	23	2
28	mixed	991.604906620095	correct	green	negative	23	2
28	mixed	556.634387909438	correct	red	positive	23	2
28	mixed	814.93382073508	correct	green	negative	23	2
28	mixed	588.535159524557	incorrect	green	negative	23	2
28	mixed	573.455905929032	correct	red	positive	23	2
28	mixed	454.314074217436	correct	green	negative	23	2
28	mixed	634.288495046319	correct	red	negative	23	2
28	mixed	409.188624023822	correct	red	negative	23	2
28	mixed	855.415769429142	correct	red	positive	23	2
28	mixed	691.23445700338	correct	red	positive	23	2
28	mixed	703.918829845726	correct	red	negative	23	2
28	mixed	325.418149396401	correct	red	negative	23	2
28	mixed	584.145078187383	correct	green	negative	23	2
28	mixed	600.712345104342	correct	green	negative	23	2
28	mixed	NA	tooslow	red	positive	23	2
28	mixed	838.40322397303	correct	green	negative	23	2
28	mixed	914.120138872118	correct	red	positive	23	2
28	mixed	803.167274008672	correct	red	positive	23	2
28	mixed	608.149629315704	correct	green	positive	23	2
28	mixed	433.491696806085	correct	green	positive	23	2
28	mixed	878.950742188412	correct	green	negative	23	2
28	mixed	648.352580589232	correct	green	positive	23	2
28	mixed	581.293513370203	incorrect	green	positive	23	2
28	mixed	441.502974045986	correct	green	positive	23	2
28	mixed	600.0810293042	correct	green	negative	23	2
28	mixed	317.423493050545	incorrect	red	negative	23	2
28	mixed	NA	tooslow	green	negative	23	2
28	mixed	545.236184790304	correct	red	negative	23	2
28	mixed	470.204745941742	correct	green	positive	23	2
28	mixed	885.699125104613	correct	green	negative	23	2
28	mixed	688.054208592246	correct	green	positive	23	2
28	mixed	899.227554389097	correct	green	negative	23	2
28	mixed	441.805632843632	correct	red	positive	23	2
28	mixed	562.82605204969	correct	red	positive	23	2
28	mixed	570.491370430603	correct	green	positive	23	2
28	mixed	769.379073177243	correct	green	positive	23	2
28	mixed	633.154207832075	correct	green	negative	23	2
28	mixed	508.836567926018	correct	red	negative	23	2
28	mixed	1025.29274892356	correct	red	positive	23	2
28	mixed	NA	tooslow	red	negative	23	2
28	mixed	686.215326659541	correct	red	positive	23	2
28	mixed	624.943088925074	incorrect	red	positive	23	2
28	mixed	482.418303026365	correct	green	positive	23	2
28	mixed	675.919721344097	correct	green	negative	23	2
28	mixed	799.006183572814	correct	green	negative	23	2
28	mixed	NA	tooslow	green	negative	23	2
28	mixed	631.154234197452	correct	red	positive	23	2
28	mixed	721.232888189082	correct	green	negative	23	2
28	mixed	678.78401646963	correct	red	negative	23	2
28	mixed	654.641506193596	correct	green	positive	23	2
28	mixed	NA	tooslow	green	negative	23	2
28	mixed	450.654734263738	correct	red	positive	23	2
28	mixed	608.0974457831	correct	red	negative	23	2
28	mixed	469.273387831143	correct	red	positive	23	2
28	mixed	544.453718230601	correct	red	positive	23	2
28	mixed	NA	tooslow	red	negative	23	2
28	mixed	506.621664884179	correct	red	negative	23	2
28	mixed	630.042519185451	correct	green	positive	23	2
28	mixed	598.394142335549	correct	red	positive	23	2
28	mixed	857.777549701634	correct	green	positive	23	2
28	mixed	698.916346946144	incorrect	red	positive	23	2
28	mixed	590.396436517553	correct	red	positive	23	2
28	mixed	788.468379072421	correct	green	negative	23	2
28	mixed	446.028604464758	correct	red	negative	23	2
28	mixed	426.499120057981	correct	red	positive	23	2
28	mixed	718.994880142652	correct	green	negative	23	2
28	mixed	NA	tooslow	green	negative	23	2
28	mixed	576.718354686757	correct	red	positive	23	2
28	mixed	441.729775464369	correct	red	negative	23	2
28	mixed	412.294095914588	correct	red	negative	23	2
28	mixed	NA	tooslow	red	negative	23	2
28	mixed	688.107393059151	correct	green	negative	23	2
28	mixed	708.761140972787	correct	green	negative	23	2
28	mixed	612.623255549113	correct	red	negative	23	2
28	mixed	837.726071165947	correct	red	negative	23	2
28	mixed	542.865022170162	incorrect	red	negative	23	2
28	mixed	563.558822601717	correct	red	positive	23	2
28	mixed	653.317236185248	incorrect	green	positive	23	2
28	mixed	469.86868646639	correct	green	negative	23	2
28	mixed	326.407894652846	correct	green	negative	23	2
28	mixed	700.500052874774	incorrect	green	positive	23	2
28	mixed	579.183410821873	correct	green	negative	23	2
28	mixed	937.758963297189	correct	green	positive	23	2
28	mixed	624.329108854054	correct	green	negative	23	2
28	mixed	685.577691616991	correct	green	positive	23	2
28	mixed	NA	tooslow	red	positive	23	2
28	mixed	377.124548347258	correct	red	negative	23	2
28	mixed	NA	tooslow	red	negative	23	2
28	mixed	783.290390163329	correct	green	negative	23	2
28	mixed	NA	tooslow	red	negative	23	2
28	mixed	410.801702526212	correct	red	negative	23	2
28	mixed	780.624835941889	correct	red	positive	23	2
28	mixed	762.483691909892	correct	red	positive	23	2
28	mixed	NA	tooslow	green	positive	23	2
28	mixed	NA	tooslow	green	positive	23	2
28	mixed	576.986271744392	correct	green	negative	23	2
28	mixed	723.982094032456	correct	green	positive	23	2
28	mixed	417.427707938847	correct	red	negative	23	2
