subject_num	condition	rt	response	color	valence	age	gender
66	separate	546.50618817414	correct	green	positive	21	2
66	separate	NA	tooslow	green	positive	21	2
66	separate	637.583753471381	incorrect	green	negative	21	2
66	separate	NA	tooslow	green	positive	21	2
66	separate	394.269033386901	correct	green	negative	21	2
66	separate	506.938102592581	correct	green	positive	21	2
66	separate	388.124521436022	correct	green	positive	21	2
66	separate	608.44390729594	correct	green	positive	21	2
66	separate	695.325850597508	correct	green	positive	21	2
66	separate	NA	tooslow	green	positive	21	2
66	separate	866.941680887111	correct	green	negative	21	2
66	separate	424.541176494185	correct	green	positive	21	2
66	separate	455.937779016914	correct	green	negative	21	2
66	separate	429.64841341071	correct	green	positive	21	2
66	separate	831.920489290536	correct	green	positive	21	2
66	separate	522.073553538868	correct	green	positive	21	2
66	separate	593.462554997724	incorrect	green	negative	21	2
66	separate	655.9854559617	incorrect	green	negative	21	2
66	separate	441.083227103386	correct	green	negative	21	2
66	separate	593.770641989021	correct	green	positive	21	2
66	separate	NA	tooslow	green	negative	21	2
66	separate	845.44566618417	correct	green	positive	21	2
66	separate	374.52614745961	correct	green	negative	21	2
66	separate	659.4157221194	correct	green	positive	21	2
66	separate	1098.95066027357	correct	green	negative	21	2
66	separate	612.429888246204	correct	green	positive	21	2
66	separate	592.029304815505	correct	green	negative	21	2
66	separate	720.38989680042	incorrect	green	negative	21	2
66	separate	741.104255260514	correct	green	negative	21	2
66	separate	543.883156177903	correct	green	positive	21	2
66	separate	690.112867686786	correct	green	negative	21	2
66	separate	771.29604564334	correct	green	negative	21	2
66	separate	NA	tooslow	green	positive	21	2
66	separate	623.961389607668	incorrect	green	negative	21	2
66	separate	275.554311607759	correct	green	positive	21	2
66	separate	674.620605339435	correct	green	negative	21	2
66	separate	675.336085161279	correct	green	negative	21	2
66	separate	483.428723300348	correct	green	negative	21	2
66	separate	493.747604385681	correct	green	negative	21	2
66	separate	681.413126281679	correct	green	positive	21	2
66	separate	453.693686827513	correct	green	positive	21	2
66	separate	709.005291070413	correct	green	positive	21	2
66	separate	885.85350051609	correct	green	negative	21	2
66	separate	632.762457387562	incorrect	red	positive	21	2
66	separate	512.089052703728	correct	red	positive	21	2
66	separate	439.125972596248	correct	red	positive	21	2
66	separate	532.216574531109	correct	red	positive	21	2
66	separate	NA	tooslow	red	negative	21	2
66	separate	612.149324733939	correct	red	positive	21	2
66	separate	541.718123646665	incorrect	red	positive	21	2
66	separate	610.687381811616	correct	red	positive	21	2
66	separate	531.814903371887	correct	red	negative	21	2
66	separate	645.712323764442	correct	red	positive	21	2
66	separate	555.780726848922	correct	red	negative	21	2
66	separate	360.224642516894	correct	red	negative	21	2
66	separate	767.45205090058	correct	red	negative	21	2
66	separate	276.236238115894	correct	red	negative	21	2
66	separate	598.236876467093	correct	red	negative	21	2
66	separate	423.203689313597	correct	red	negative	21	2
66	separate	425.428902968659	correct	red	negative	21	2
66	separate	496.930554230146	correct	red	positive	21	2
66	separate	653.686947716861	correct	red	negative	21	2
66	separate	371.67007021323	correct	red	negative	21	2
66	separate	593.175709403764	correct	red	negative	21	2
66	separate	285.005032470734	correct	red	negative	21	2
66	separate	467.485264283034	correct	red	negative	21	2
66	separate	377.472776461537	correct	red	negative	21	2
66	separate	566.170325141752	incorrect	red	negative	21	2
66	separate	344.774440961142	correct	red	negative	21	2
66	separate	586.059729048799	correct	red	negative	21	2
66	separate	780.387450824495	correct	red	positive	21	2
66	separate	495.430100334388	correct	red	positive	21	2
66	separate	475.531750615081	correct	red	positive	21	2
66	separate	NA	tooslow	red	negative	21	2
66	separate	637.418260240025	correct	red	negative	21	2
66	separate	823.097219893783	incorrect	red	negative	21	2
66	separate	NA	tooslow	red	negative	21	2
66	separate	698.268995953706	correct	red	negative	21	2
66	separate	368.22009832041	correct	red	negative	21	2
66	separate	455.932420718794	correct	red	positive	21	2
66	separate	944.530844743388	correct	red	negative	21	2
66	separate	583.421047298844	correct	red	negative	21	2
66	separate	398.313981954623	correct	red	negative	21	2
66	separate	456.151572182336	incorrect	red	negative	21	2
66	separate	715.289152079733	correct	red	positive	21	2
66	separate	131.757437763304	correct	red	positive	21	2
66	separate	550.235151398645	correct	red	positive	21	2
66	separate	387.820889827948	correct	red	negative	21	2
66	separate	655.667829245018	correct	red	negative	21	2
66	separate	597.218959115375	correct	red	positive	21	2
66	separate	692.012075227263	correct	red	negative	21	2
66	separate	NA	tooslow	red	negative	21	2
66	separate	499.911701613946	correct	red	positive	21	2
66	separate	491.527665255282	correct	red	negative	21	2
66	separate	496.402294583565	correct	red	negative	21	2
66	separate	348.681704947607	correct	red	positive	21	2
66	separate	NA	tooslow	red	negative	21	2
66	separate	443.358614002703	incorrect	red	positive	21	2
66	separate	562.423732797226	incorrect	red	negative	21	2
66	separate	NA	tooslow	red	positive	21	2
