subject_num	condition	rt	response	color	valence	age	gender
60	mixed	747.157708368618	correct	green	positive	25	1
60	mixed	NA	tooslow	green	negative	25	1
60	mixed	609.49559689429	incorrect	red	positive	25	1
60	mixed	717.122882642531	correct	red	negative	25	1
60	mixed	674.260615495852	incorrect	red	positive	25	1
60	mixed	533.735670739302	correct	green	negative	25	1
60	mixed	658.529818750045	incorrect	red	positive	25	1
60	mixed	653.910503355118	correct	green	negative	25	1
60	mixed	414.725172821638	correct	red	negative	25	1
60	mixed	481.662900819016	correct	green	negative	25	1
60	mixed	666.003050632763	correct	red	negative	25	1
60	mixed	211.212599662812	correct	red	negative	25	1
60	mixed	428.928004535913	incorrect	green	negative	25	1
60	mixed	633.431376037668	correct	green	negative	25	1
60	mixed	602.923462760966	correct	red	negative	25	1
60	mixed	699.591781953029	correct	red	positive	25	1
60	mixed	771.540209205723	incorrect	green	positive	25	1
60	mixed	711.621178699565	incorrect	red	positive	25	1
60	mixed	NA	tooslow	green	negative	25	1
60	mixed	646.574938662623	correct	red	positive	25	1
60	mixed	541.962383221616	correct	red	negative	25	1
60	mixed	419.612629088028	incorrect	green	negative	25	1
60	mixed	NA	tooslow	red	positive	25	1
60	mixed	429.803844114476	correct	red	positive	25	1
60	mixed	NA	tooslow	green	negative	25	1
60	mixed	648.692627913287	correct	green	positive	25	1
60	mixed	698.580096209037	correct	green	positive	25	1
60	mixed	719.688140978678	correct	green	negative	25	1
60	mixed	670.151537069905	correct	red	negative	25	1
60	mixed	699.495272143798	correct	red	positive	25	1
60	mixed	642.085505711317	correct	red	negative	25	1
60	mixed	NA	tooslow	green	positive	25	1
60	mixed	304.912976183168	correct	red	negative	25	1
60	mixed	497.733707439777	correct	green	positive	25	1
60	mixed	460.701830114191	correct	green	positive	25	1
60	mixed	575.931150284018	correct	green	positive	25	1
60	mixed	569.823018818995	correct	green	positive	25	1
60	mixed	610.281199005157	correct	green	positive	25	1
60	mixed	520.477087705358	correct	red	positive	25	1
60	mixed	677.35569842052	correct	green	negative	25	1
60	mixed	531.912394961178	correct	green	negative	25	1
60	mixed	591.462081708102	correct	red	negative	25	1
60	mixed	811.277733488977	correct	green	positive	25	1
60	mixed	941.476240952887	correct	red	positive	25	1
60	mixed	704.703744943932	correct	red	positive	25	1
60	mixed	354.767755872099	incorrect	green	positive	25	1
60	mixed	443.555313635903	correct	red	positive	25	1
60	mixed	398.983253286133	incorrect	red	negative	25	1
60	mixed	442.451667336414	incorrect	green	positive	25	1
60	mixed	486.667460894733	correct	green	negative	25	1
60	mixed	451.867579933661	correct	green	negative	25	1
60	mixed	704.118240448577	correct	red	positive	25	1
60	mixed	756.672933402855	correct	red	negative	25	1
60	mixed	414.785924383164	correct	red	positive	25	1
60	mixed	508.509898139468	correct	green	positive	25	1
60	mixed	606.844226946273	correct	green	positive	25	1
60	mixed	678.294116312298	correct	green	negative	25	1
60	mixed	416.911101846099	correct	red	positive	25	1
60	mixed	712.183941572619	correct	green	negative	25	1
60	mixed	NA	tooslow	red	negative	25	1
60	mixed	648.275947301053	correct	green	positive	25	1
60	mixed	NA	tooslow	green	negative	25	1
60	mixed	516.040730358505	correct	red	negative	25	1
60	mixed	449.725689800571	correct	green	negative	25	1
60	mixed	753.287804470945	correct	red	positive	25	1
60	mixed	742.237223526451	correct	green	negative	25	1
60	mixed	764.961020070647	correct	green	negative	25	1
60	mixed	NA	tooslow	red	positive	25	1
60	mixed	585.825468425334	correct	green	positive	25	1
60	mixed	725.529173219265	correct	red	positive	25	1
60	mixed	917.118730268864	correct	red	positive	25	1
60	mixed	801.823089523426	correct	green	negative	25	1
60	mixed	584.804919340095	correct	red	negative	25	1
60	mixed	NA	tooslow	red	positive	25	1
60	mixed	829.040840571553	correct	red	negative	25	1
60	mixed	498.585068677897	correct	red	positive	25	1
60	mixed	724.351426623163	correct	green	positive	25	1
60	mixed	928.902724218772	correct	green	negative	25	1
60	mixed	269.971440671013	incorrect	red	positive	25	1
60	mixed	655.597377692934	correct	green	negative	25	1
60	mixed	724.674056762175	correct	green	negative	25	1
60	mixed	615.493706107964	correct	green	positive	25	1
60	mixed	648.124337666626	correct	green	negative	25	1
60	mixed	556.843049956438	correct	red	positive	25	1
60	mixed	561.771632850915	correct	red	negative	25	1
60	mixed	NA	tooslow	green	negative	25	1
60	mixed	386.846675836211	incorrect	red	negative	25	1
60	mixed	542.531874243295	correct	red	positive	25	1
60	mixed	475.684955115011	incorrect	red	positive	25	1
60	mixed	408.173452435501	correct	green	negative	25	1
60	mixed	616.867450882893	correct	green	positive	25	1
60	mixed	485.63780230877	correct	red	positive	25	1
60	mixed	556.880650911444	correct	red	negative	25	1
60	mixed	872.24087721514	correct	red	negative	25	1
60	mixed	520.062775337424	incorrect	green	negative	25	1
60	mixed	777.230733531505	incorrect	red	negative	25	1
60	mixed	580.964243227566	correct	green	negative	25	1
60	mixed	NA	tooslow	red	negative	25	1
60	mixed	909.737499891102	correct	green	positive	25	1
60	mixed	406.370159368129	incorrect	red	positive	25	1
