subject_num	condition	rt	response	color	valence	age	gender
120	separate	431.753901711394	correct	red	negative	22	1
120	separate	574.52874747333	correct	red	positive	22	1
120	separate	267.299012615831	correct	red	negative	22	1
120	separate	503.868553612142	correct	red	positive	22	1
120	separate	648.448654458517	correct	red	positive	22	1
120	separate	558.231692702646	correct	red	negative	22	1
120	separate	721.12509966777	correct	red	negative	22	1
120	separate	745.278195974267	correct	red	positive	22	1
120	separate	456.220680281316	correct	red	positive	22	1
120	separate	534.854350070596	correct	red	positive	22	1
120	separate	528.514878878681	correct	red	negative	22	1
120	separate	335.956934548737	correct	red	positive	22	1
120	separate	590.561143702788	correct	red	positive	22	1
120	separate	NA	tooslow	red	negative	22	1
120	separate	NA	tooslow	red	negative	22	1
120	separate	NA	tooslow	red	positive	22	1
120	separate	382.209224655665	correct	red	positive	22	1
120	separate	298.516063783561	correct	red	positive	22	1
120	separate	NA	tooslow	red	positive	22	1
120	separate	486.351236384715	correct	red	positive	22	1
120	separate	NA	tooslow	red	negative	22	1
120	separate	589.153398244169	correct	red	positive	22	1
120	separate	320.78017274022	incorrect	red	positive	22	1
120	separate	723.228460809824	correct	red	positive	22	1
120	separate	552.906452162512	correct	red	positive	22	1
120	separate	NA	tooslow	red	negative	22	1
120	separate	553.664356315918	correct	red	positive	22	1
120	separate	546.317790487546	correct	red	positive	22	1
120	separate	757.330434766748	correct	red	positive	22	1
120	separate	521.385309233035	correct	red	positive	22	1
120	separate	262.271873850765	correct	red	negative	22	1
120	separate	603.675460872858	correct	red	negative	22	1
120	separate	549.729076346661	correct	red	negative	22	1
120	separate	403.410565249664	correct	red	positive	22	1
120	separate	572.674633852024	correct	red	negative	22	1
120	separate	386.326974301135	correct	red	negative	22	1
120	separate	427.67305838115	correct	red	negative	22	1
120	separate	427.981679632764	correct	red	positive	22	1
120	separate	412.186983842501	correct	red	negative	22	1
120	separate	557.461807033855	correct	red	negative	22	1
120	separate	691.812645500693	correct	red	negative	22	1
120	separate	418.235709912365	correct	red	negative	22	1
120	separate	724.80781301777	correct	red	negative	22	1
120	separate	61.9256734120722	incorrect	red	negative	22	1
120	separate	544.503983028169	correct	red	negative	22	1
120	separate	177.972931874994	correct	red	negative	22	1
120	separate	738.707276790404	correct	red	positive	22	1
120	separate	534.209500559721	correct	red	negative	22	1
120	separate	718.141401972635	incorrect	red	negative	22	1
120	separate	463.522284785603	correct	red	negative	22	1
120	separate	586.551490057583	incorrect	red	positive	22	1
120	separate	710.561628021813	correct	red	positive	22	1
120	separate	461.20778299373	correct	green	positive	22	1
120	separate	552.787059120857	correct	green	positive	22	1
120	separate	NA	tooslow	green	positive	22	1
120	separate	430.900550678663	correct	green	negative	22	1
120	separate	613.586540616037	correct	green	positive	22	1
120	separate	NA	tooslow	green	negative	22	1
120	separate	386.446643102363	correct	green	negative	22	1
120	separate	183.496275304603	correct	green	positive	22	1
120	separate	458.143705459747	correct	green	positive	22	1
120	separate	509.073802215062	correct	green	positive	22	1
120	separate	560.440055154142	correct	green	negative	22	1
120	separate	275.502758590512	correct	green	positive	22	1
120	separate	NA	tooslow	green	positive	22	1
120	separate	660.111295527227	correct	green	negative	22	1
120	separate	NA	tooslow	green	positive	22	1
120	separate	534.175786284616	correct	green	negative	22	1
120	separate	681.968137964771	incorrect	green	positive	22	1
120	separate	481.313275288574	correct	green	positive	22	1
120	separate	596.114146610864	correct	green	positive	22	1
120	separate	423.70461712665	correct	green	negative	22	1
120	separate	537.762718365157	correct	green	negative	22	1
120	separate	825.623768613518	correct	green	negative	22	1
120	separate	760.012733091894	correct	green	positive	22	1
120	separate	NA	tooslow	green	negative	22	1
120	separate	341.149115874642	correct	green	negative	22	1
120	separate	518.158032079812	correct	green	negative	22	1
120	separate	777.433692136193	correct	green	negative	22	1
120	separate	455.680055561023	correct	green	positive	22	1
120	separate	413.233517000398	correct	green	positive	22	1
120	separate	513.320518685479	correct	green	positive	22	1
120	separate	343.418547616729	correct	green	positive	22	1
120	separate	NA	tooslow	green	positive	22	1
120	separate	769.484298719395	incorrect	green	negative	22	1
120	separate	778.432638047668	correct	green	positive	22	1
120	separate	NA	tooslow	green	positive	22	1
120	separate	360.62855870535	correct	green	negative	22	1
120	separate	316.038289079411	correct	green	positive	22	1
120	separate	407.53507239235	incorrect	green	positive	22	1
120	separate	528.03692565	correct	green	negative	22	1
120	separate	378.670416147226	correct	green	positive	22	1
120	separate	153.091969529184	correct	green	positive	22	1
120	separate	334.014374612455	correct	green	positive	22	1
120	separate	578.110848021281	correct	green	positive	22	1
120	separate	344.141665245535	correct	green	positive	22	1
120	separate	548.647521999659	correct	green	positive	22	1
120	separate	NA	tooslow	green	negative	22	1
120	separate	606.792772180816	correct	green	positive	22	1
120	separate	510.633176405223	correct	green	negative	22	1
