subject_num	condition	rt	response	color	valence	age	gender
164	separate	272.816785354395	correct	red	positive	21	1
164	separate	648.126290237053	correct	red	positive	21	1
164	separate	81.2371595521414	correct	red	positive	21	1
164	separate	171.770234399666	incorrect	red	positive	21	1
164	separate	NA	tooslow	red	negative	21	1
164	separate	436.878040477469	correct	red	positive	21	1
164	separate	NA	tooslow	red	positive	21	1
164	separate	496.014533810323	correct	red	negative	21	1
164	separate	NA	tooslow	red	negative	21	1
164	separate	264.636176788926	incorrect	red	positive	21	1
164	separate	548.908184155926	correct	red	negative	21	1
164	separate	468.615799722554	correct	red	negative	21	1
164	separate	636.400169342276	incorrect	red	positive	21	1
164	separate	407.368971597687	correct	red	positive	21	1
164	separate	667.052329487848	correct	red	positive	21	1
164	separate	466.745624565946	correct	red	positive	21	1
164	separate	595.76061111737	correct	red	negative	21	1
164	separate	647.338489250765	correct	red	negative	21	1
164	separate	510.110182525379	correct	red	negative	21	1
164	separate	NA	tooslow	red	positive	21	1
164	separate	519.946910811865	correct	red	positive	21	1
164	separate	414.505882985112	correct	red	negative	21	1
164	separate	392.12736014541	correct	red	negative	21	1
164	separate	493.621044257788	incorrect	red	negative	21	1
164	separate	672.614061816274	correct	red	positive	21	1
164	separate	416.509761796974	correct	red	positive	21	1
164	separate	568.904928063806	correct	red	negative	21	1
164	separate	349.752166779274	correct	red	negative	21	1
164	separate	675.940309641613	correct	red	negative	21	1
164	separate	410.080250271115	correct	red	positive	21	1
164	separate	578.48424516234	correct	red	negative	21	1
164	separate	448.624771311081	incorrect	red	negative	21	1
164	separate	742.785215040529	correct	red	positive	21	1
164	separate	402.16958093381	correct	red	negative	21	1
164	separate	688.285715303559	correct	red	negative	21	1
164	separate	643.774184366937	correct	red	positive	21	1
164	separate	548.482185956901	correct	red	positive	21	1
164	separate	757.526969709817	incorrect	red	positive	21	1
164	separate	535.917724291237	correct	red	positive	21	1
164	separate	606.330787442215	correct	red	positive	21	1
164	separate	574.642011125687	correct	red	positive	21	1
164	separate	527.163336523367	correct	red	negative	21	1
164	separate	293.615792703181	correct	red	negative	21	1
164	separate	285.701226049905	correct	red	negative	21	1
164	separate	594.772546688416	incorrect	red	positive	21	1
164	separate	600.444174655921	correct	red	negative	21	1
164	separate	NA	tooslow	red	negative	21	1
164	separate	510.324737673222	correct	red	positive	21	1
164	separate	548.597462467741	correct	green	negative	21	1
164	separate	NA	tooslow	green	negative	21	1
164	separate	566.968031771979	correct	green	negative	21	1
164	separate	504.432356875256	correct	green	negative	21	1
164	separate	421.716811738468	correct	green	positive	21	1
164	separate	576.165879465444	correct	green	positive	21	1
164	separate	479.532252003304	correct	green	negative	21	1
164	separate	561.524459031162	correct	green	positive	21	1
164	separate	569.112836909136	correct	green	positive	21	1
164	separate	547.010467896392	correct	green	positive	21	1
164	separate	NA	tooslow	green	negative	21	1
164	separate	590.253038986791	correct	green	positive	21	1
164	separate	753.615612828223	correct	green	negative	21	1
164	separate	276.527794870618	correct	green	positive	21	1
164	separate	497.820997813424	incorrect	green	positive	21	1
164	separate	590.360957099437	correct	green	positive	21	1
164	separate	387.966714085819	correct	green	positive	21	1
164	separate	399.911529550601	correct	green	positive	21	1
164	separate	589.507814232352	correct	green	positive	21	1
164	separate	751.038511833969	correct	green	positive	21	1
164	separate	398.804929609072	correct	green	negative	21	1
164	separate	NA	tooslow	green	positive	21	1
164	separate	450.668161546033	correct	green	positive	21	1
164	separate	357.31883604602	correct	green	positive	21	1
164	separate	627.437735228666	correct	green	positive	21	1
164	separate	384.980300423961	incorrect	green	negative	21	1
164	separate	400.703942881079	correct	green	positive	21	1
164	separate	379.220356947456	correct	green	positive	21	1
164	separate	449.442951333639	correct	green	negative	21	1
164	separate	489.223872071327	correct	green	negative	21	1
164	separate	545.221284665836	correct	green	positive	21	1
164	separate	491.771780738011	correct	green	positive	21	1
164	separate	562.290415873325	correct	green	negative	21	1
164	separate	463.825695723554	correct	green	negative	21	1
164	separate	739.828704567825	correct	green	positive	21	1
164	separate	558.045064500492	correct	green	negative	21	1
164	separate	466.231279102475	correct	green	positive	21	1
164	separate	577.823616152609	correct	green	positive	21	1
164	separate	424.31785293382	correct	green	positive	21	1
164	separate	515.405522080953	correct	green	positive	21	1
164	separate	NA	tooslow	green	positive	21	1
164	separate	631.980131684644	correct	green	positive	21	1
164	separate	724.826303147584	correct	green	negative	21	1
164	separate	523.945254444336	correct	green	negative	21	1
164	separate	NA	tooslow	green	negative	21	1
164	separate	520.862840911229	incorrect	green	negative	21	1
164	separate	510.024521396814	correct	green	negative	21	1
164	separate	720.304291084298	correct	green	negative	21	1
164	separate	563.665909218321	correct	green	negative	21	1
164	separate	NA	tooslow	green	negative	21	1
164	separate	471.307503225297	correct	green	positive	21	1
164	separate	492.008839322863	correct	green	negative	21	1
