subject_num	condition	rt	response	color	valence	age	gender
118	separate	172.844771062577	incorrect	green	negative	27	1
118	separate	524.098258070386	correct	green	negative	27	1
118	separate	377.408996966075	correct	green	negative	27	1
118	separate	385.912179794334	incorrect	green	positive	27	1
118	separate	413.167461916854	correct	green	negative	27	1
118	separate	NA	tooslow	green	negative	27	1
118	separate	553.19987159595	correct	green	negative	27	1
118	separate	551.214071512479	incorrect	green	positive	27	1
118	separate	358.415229187394	correct	green	positive	27	1
118	separate	646.878217180189	correct	green	positive	27	1
118	separate	583.562325655521	correct	green	negative	27	1
118	separate	422.172419695965	correct	green	negative	27	1
118	separate	865.824879199836	correct	green	negative	27	1
118	separate	622.522153234922	incorrect	green	negative	27	1
118	separate	321.518370367358	correct	green	positive	27	1
118	separate	575.239796487457	correct	green	positive	27	1
118	separate	618.385601705494	correct	green	positive	27	1
118	separate	757.220541727771	correct	green	positive	27	1
118	separate	461.090900010647	correct	green	positive	27	1
118	separate	406.978793266078	incorrect	green	negative	27	1
118	separate	605.072527922237	correct	green	negative	27	1
118	separate	575.392494790857	correct	green	positive	27	1
118	separate	NA	tooslow	green	negative	27	1
118	separate	495.047720611628	correct	green	positive	27	1
118	separate	522.800067091825	correct	green	positive	27	1
118	separate	582.632453835946	correct	green	negative	27	1
118	separate	NA	tooslow	green	negative	27	1
118	separate	775.256419472253	incorrect	green	negative	27	1
118	separate	442.202447267191	correct	green	negative	27	1
118	separate	393.708226921094	correct	green	negative	27	1
118	separate	410.190539011582	correct	green	positive	27	1
118	separate	519.340454824442	incorrect	green	negative	27	1
118	separate	698.272502745702	correct	green	negative	27	1
118	separate	777.847265748171	correct	green	negative	27	1
118	separate	470.535464191121	correct	green	negative	27	1
118	separate	573.135847870931	incorrect	green	positive	27	1
118	separate	550.489808935925	correct	green	negative	27	1
118	separate	528.480379341207	correct	green	negative	27	1
118	separate	600.467247004588	correct	green	negative	27	1
118	separate	704.105201526776	correct	green	negative	27	1
118	separate	476.954678699246	correct	green	positive	27	1
118	separate	588.113131313749	correct	green	negative	27	1
118	separate	719.636809592067	correct	green	positive	27	1
118	separate	436.407326674826	correct	green	positive	27	1
118	separate	NA	tooslow	green	negative	27	1
118	separate	667.839782500291	correct	green	negative	27	1
118	separate	597.30647145145	correct	green	positive	27	1
118	separate	488.474476015216	correct	green	positive	27	1
118	separate	NA	tooslow	green	negative	27	1
118	separate	605.661583083415	correct	green	negative	27	1
118	separate	495.763369878276	incorrect	red	positive	27	1
118	separate	471.800529839194	incorrect	red	positive	27	1
118	separate	473.764963641858	correct	red	negative	27	1
118	separate	273.921881727607	correct	red	negative	27	1
118	separate	713.210946736472	correct	red	negative	27	1
118	separate	700.484810614317	correct	red	negative	27	1
118	separate	NA	tooslow	red	negative	27	1
118	separate	717.388033445955	correct	red	negative	27	1
118	separate	374.007133359027	correct	red	negative	27	1
118	separate	752.587899601623	correct	red	negative	27	1
118	separate	651.400291776506	incorrect	red	positive	27	1
118	separate	316.89729383719	correct	red	positive	27	1
118	separate	568.032773487827	correct	red	positive	27	1
118	separate	584.990138920221	correct	red	negative	27	1
118	separate	581.739117833109	correct	red	negative	27	1
118	separate	NA	tooslow	red	negative	27	1
118	separate	697.142896447188	correct	red	positive	27	1
118	separate	454.546694491814	correct	red	negative	27	1
118	separate	NA	tooslow	red	negative	27	1
118	separate	552.973705525783	correct	red	positive	27	1
118	separate	488.556255888641	correct	red	positive	27	1
118	separate	550.594195454417	correct	red	negative	27	1
118	separate	613.858067494681	correct	red	positive	27	1
118	separate	581.21252529011	correct	red	positive	27	1
118	separate	NA	tooslow	red	negative	27	1
118	separate	481.200327123603	correct	red	positive	27	1
118	separate	529.307719759197	correct	red	negative	27	1
118	separate	462.436085582428	correct	red	negative	27	1
118	separate	494.27695876447	correct	red	negative	27	1
118	separate	889.110557862707	correct	red	negative	27	1
118	separate	385.558587395046	correct	red	negative	27	1
118	separate	NA	tooslow	red	negative	27	1
118	separate	402.661664511944	incorrect	red	negative	27	1
118	separate	471.791952599561	correct	red	positive	27	1
118	separate	NA	tooslow	red	negative	27	1
118	separate	415.732514728869	correct	red	positive	27	1
118	separate	486.89191179911	correct	red	negative	27	1
118	separate	705.583702287872	correct	red	positive	27	1
118	separate	640.527224463509	correct	red	positive	27	1
118	separate	178.501983236067	correct	red	positive	27	1
118	separate	NA	tooslow	red	negative	27	1
118	separate	789.853276264756	correct	red	positive	27	1
118	separate	396.565664421208	correct	red	negative	27	1
118	separate	375.896206594668	correct	red	positive	27	1
118	separate	NA	tooslow	red	positive	27	1
118	separate	494.240976515165	correct	red	negative	27	1
118	separate	561.503460330129	correct	red	negative	27	1
118	separate	305.883153400555	correct	red	negative	27	1
118	separate	304.40219849597	correct	red	negative	27	1
118	separate	NA	tooslow	red	positive	27	1
