subject_num	condition	rt	response	color	valence	age	gender
36	separate	350.604413767066	correct	green	positive	29	1
36	separate	631.145150698987	incorrect	green	negative	29	1
36	separate	636.747736423078	correct	green	negative	29	1
36	separate	273.288637909758	correct	green	positive	29	1
36	separate	518.739173704701	correct	green	negative	29	1
36	separate	345.898633580406	correct	green	positive	29	1
36	separate	539.152409893634	correct	green	positive	29	1
36	separate	493.90245480545	correct	green	negative	29	1
36	separate	607.44110115626	correct	green	negative	29	1
36	separate	19.3083130780396	correct	green	positive	29	1
36	separate	NA	tooslow	green	negative	29	1
36	separate	522.298211677917	correct	green	negative	29	1
36	separate	378.837996918853	incorrect	green	positive	29	1
36	separate	836.84583331328	correct	green	positive	29	1
36	separate	337.566363126279	incorrect	green	negative	29	1
36	separate	593.033316027073	correct	green	negative	29	1
36	separate	NA	tooslow	green	negative	29	1
36	separate	244.869502696961	correct	green	negative	29	1
36	separate	279.63406330133	correct	green	negative	29	1
36	separate	701.804886366342	correct	green	negative	29	1
36	separate	555.878717090575	correct	green	positive	29	1
36	separate	573.187607948545	correct	green	positive	29	1
36	separate	587.66601451031	correct	green	positive	29	1
36	separate	398.616733866465	correct	green	positive	29	1
36	separate	676.867539854293	correct	green	negative	29	1
36	separate	536.762275448528	correct	green	positive	29	1
36	separate	681.713734584855	correct	green	negative	29	1
36	separate	211.198757879939	correct	green	negative	29	1
36	separate	366.771319965087	incorrect	green	negative	29	1
36	separate	378.395706357053	correct	green	negative	29	1
36	separate	889.539526368201	correct	green	negative	29	1
36	separate	771.917960432528	correct	green	positive	29	1
36	separate	501.442988528793	correct	green	negative	29	1
36	separate	692.620615695408	correct	green	negative	29	1
36	separate	NA	tooslow	green	positive	29	1
36	separate	560.470173339969	correct	green	negative	29	1
36	separate	589.026307437867	correct	green	negative	29	1
36	separate	295.045028749963	correct	green	positive	29	1
36	separate	502.234603781949	correct	green	positive	29	1
36	separate	535.928876831019	correct	green	negative	29	1
36	separate	628.96010210152	correct	red	positive	29	1
36	separate	696.629346723564	correct	red	positive	29	1
36	separate	702.809469191573	correct	red	positive	29	1
36	separate	465.314666632579	correct	red	negative	29	1
36	separate	NA	tooslow	red	negative	29	1
36	separate	457.70548549188	correct	red	positive	29	1
36	separate	827.70804522373	correct	red	negative	29	1
36	separate	475.976938273937	incorrect	red	positive	29	1
36	separate	870.838830943107	correct	red	positive	29	1
36	separate	534.022385313932	incorrect	red	negative	29	1
36	separate	NA	tooslow	red	positive	29	1
36	separate	425.221074068519	correct	red	negative	29	1
36	separate	98.5358359752224	correct	red	positive	29	1
36	separate	648.878715429831	incorrect	red	negative	29	1
36	separate	586.641467414746	correct	red	negative	29	1
36	separate	508.107970328516	correct	red	positive	29	1
36	separate	825.988836955467	correct	red	positive	29	1
36	separate	577.959041458082	correct	red	negative	29	1
36	separate	NA	tooslow	red	negative	29	1
36	separate	203.845751683295	correct	red	positive	29	1
36	separate	745.157288570936	correct	red	negative	29	1
36	separate	458.005437008069	correct	red	positive	29	1
36	separate	262.623616591672	correct	red	negative	29	1
36	separate	740.860373302758	correct	red	negative	29	1
36	separate	493.487980898874	correct	red	positive	29	1
36	separate	582.781200880796	correct	red	positive	29	1
36	separate	549.983741565076	correct	red	negative	29	1
36	separate	535.680080436585	correct	red	positive	29	1
36	separate	278.689861674956	correct	red	positive	29	1
36	separate	617.211181738405	correct	red	negative	29	1
36	separate	471.834563603541	correct	red	positive	29	1
36	separate	896.385335341738	correct	red	negative	29	1
36	separate	603.806097303038	correct	red	positive	29	1
36	separate	931.089419947802	correct	red	positive	29	1
36	separate	533.837585765194	correct	red	positive	29	1
36	separate	326.511714503482	correct	red	positive	29	1
36	separate	410.06331726292	correct	red	negative	29	1
36	separate	616.139488108231	correct	red	negative	29	1
36	separate	643.626790202368	correct	red	positive	29	1
36	separate	487.001872337115	correct	red	negative	29	1
36	separate	NA	tooslow	red	negative	29	1
36	separate	547.247805653973	correct	red	negative	29	1
36	separate	745.318786607955	correct	red	negative	29	1
36	separate	415.9713614587	correct	red	negative	29	1
36	separate	NA	tooslow	red	positive	29	1
36	separate	477.027041038715	correct	red	positive	29	1
36	separate	NA	tooslow	red	positive	29	1
36	separate	639.693973112938	correct	red	positive	29	1
36	separate	639.106031032214	correct	red	positive	29	1
36	separate	393.075469256927	correct	red	positive	29	1
36	separate	440.73786316319	correct	red	positive	29	1
36	separate	580.599518716248	correct	red	positive	29	1
36	separate	420.029591041661	correct	red	positive	29	1
36	separate	357.831080778437	incorrect	red	negative	29	1
36	separate	NA	tooslow	red	positive	29	1
36	separate	455.937422224598	correct	red	negative	29	1
36	separate	508.061736950545	correct	red	negative	29	1
36	separate	419.700097277842	correct	red	negative	29	1
36	separate	575.965490689673	correct	red	positive	29	1
36	separate	NA	tooslow	red	negative	29	1
