subject_num	condition	rt	response	color	valence	age	gender
85	mixed	NA	tooslow	red	positive	24	1
85	mixed	460.5016003577	correct	green	positive	24	1
85	mixed	594.497262147547	correct	red	negative	24	1
85	mixed	697.873279663892	correct	green	negative	24	1
85	mixed	452.452952125294	correct	red	negative	24	1
85	mixed	551.42507500382	correct	green	negative	24	1
85	mixed	418.638501924363	correct	red	negative	24	1
85	mixed	409.630967192414	correct	green	negative	24	1
85	mixed	353.268555573207	correct	green	positive	24	1
85	mixed	542.461571349924	incorrect	red	negative	24	1
85	mixed	NA	tooslow	red	negative	24	1
85	mixed	363.018784297737	correct	green	negative	24	1
85	mixed	NA	tooslow	red	positive	24	1
85	mixed	559.406827204099	correct	green	positive	24	1
85	mixed	507.849026780622	incorrect	green	negative	24	1
85	mixed	392.752918320809	correct	green	positive	24	1
85	mixed	706.346177141608	correct	red	negative	24	1
85	mixed	798.394366482086	correct	green	negative	24	1
85	mixed	371.8764430895	incorrect	green	negative	24	1
85	mixed	604.16988630081	correct	red	negative	24	1
85	mixed	352.002275150871	correct	green	positive	24	1
85	mixed	467.742148721225	correct	red	negative	24	1
85	mixed	648.462321595378	correct	green	positive	24	1
85	mixed	NA	tooslow	green	negative	24	1
85	mixed	559.424109700836	correct	green	negative	24	1
85	mixed	543.618032739032	correct	green	positive	24	1
85	mixed	287.52095577432	incorrect	green	negative	24	1
85	mixed	589.473617234078	correct	red	positive	24	1
85	mixed	395.373805308424	correct	red	negative	24	1
85	mixed	615.104311469328	correct	red	positive	24	1
85	mixed	204.447531328306	incorrect	red	positive	24	1
85	mixed	509.554954896085	incorrect	red	negative	24	1
85	mixed	718.562862931604	correct	green	negative	24	1
85	mixed	NA	tooslow	red	negative	24	1
85	mixed	676.306920777918	correct	green	negative	24	1
85	mixed	592.669550708394	correct	red	positive	24	1
85	mixed	482.241635452198	correct	red	positive	24	1
85	mixed	715.3796140374	correct	green	negative	24	1
85	mixed	648.698029185131	correct	green	negative	24	1
85	mixed	586.604300240068	correct	red	positive	24	1
85	mixed	444.213060977714	correct	red	positive	24	1
85	mixed	519.952471007816	correct	green	negative	24	1
85	mixed	490.6985689495	correct	red	positive	24	1
85	mixed	296.826618608499	correct	red	negative	24	1
85	mixed	453.493017018869	correct	red	positive	24	1
85	mixed	403.881630546943	correct	red	positive	24	1
85	mixed	376.34782269943	correct	green	positive	24	1
85	mixed	NA	tooslow	red	negative	24	1
85	mixed	501.610718439121	correct	red	negative	24	1
85	mixed	460.628860004108	correct	red	negative	24	1
85	mixed	560.800585624524	correct	green	positive	24	1
85	mixed	570.784431008754	correct	green	negative	24	1
85	mixed	671.676714572176	correct	red	negative	24	1
85	mixed	533.185580482953	correct	green	negative	24	1
85	mixed	266.675999058488	incorrect	red	negative	24	1
85	mixed	816.732951846679	correct	green	negative	24	1
85	mixed	549.673983080424	correct	green	positive	24	1
85	mixed	586.214878238294	correct	green	positive	24	1
85	mixed	446.458217091573	correct	red	positive	24	1
85	mixed	592.012537910137	correct	red	negative	24	1
85	mixed	NA	tooslow	green	negative	24	1
85	mixed	774.709890459238	correct	red	negative	24	1
85	mixed	101.665277855313	correct	red	negative	24	1
85	mixed	701.551617484798	correct	red	negative	24	1
85	mixed	61.5524963493065	correct	red	positive	24	1
85	mixed	561.268908611195	correct	green	positive	24	1
85	mixed	415.961569023114	correct	red	negative	24	1
85	mixed	NA	tooslow	green	positive	24	1
85	mixed	555.137700277565	correct	green	negative	24	1
85	mixed	418.421475821416	correct	red	positive	24	1
85	mixed	440.023530140781	correct	green	negative	24	1
85	mixed	581.19339866114	incorrect	red	positive	24	1
85	mixed	631.690506503216	incorrect	red	positive	24	1
85	mixed	601.648337476239	correct	green	positive	24	1
85	mixed	492.129765698261	correct	green	positive	24	1
85	mixed	573.555467439961	correct	red	negative	24	1
85	mixed	493.510021506674	correct	green	negative	24	1
85	mixed	607.3550065924	correct	red	positive	24	1
85	mixed	648.934710651017	correct	green	negative	24	1
85	mixed	754.237762789333	incorrect	red	positive	24	1
85	mixed	1005.97522817916	incorrect	red	negative	24	1
85	mixed	517.845649672185	correct	red	negative	24	1
85	mixed	656.554453645735	correct	green	positive	24	1
85	mixed	665.160721867957	correct	green	positive	24	1
85	mixed	406.673203485076	correct	green	positive	24	1
85	mixed	365.805611951607	correct	red	positive	24	1
85	mixed	513.144410599451	correct	red	negative	24	1
85	mixed	676.132531905115	correct	red	positive	24	1
85	mixed	457.458460558585	correct	green	negative	24	1
85	mixed	753.050517767282	correct	red	positive	24	1
85	mixed	525.776264820162	correct	green	negative	24	1
85	mixed	553.459694061393	correct	green	positive	24	1
85	mixed	642.010836739469	correct	red	negative	24	1
85	mixed	560.922919208025	correct	red	positive	24	1
85	mixed	634.358816750519	correct	red	positive	24	1
85	mixed	508.660397247525	correct	green	negative	24	1
85	mixed	NA	tooslow	red	positive	24	1
85	mixed	813.454711989039	correct	green	negative	24	1
85	mixed	11.6892943726832	correct	red	negative	24	1
85	mixed	383.258252576144	incorrect	green	negative	24	1
